	PX	PY	PZ	X	Y	Z	Reaction1	Reaction2	Reaction3	Reaction4	Reaction5	Reaction6	Reaction7	Reaction8	Reaction9	Reaction10	Reaction11	Reaction12
178.0	89.2832445243212	439.5764567314424	1115.869589731359	0.1714765706649734	11.280469787752654	1.7927568546749697	0.05942925074425727	3.909512914386198	0.6213221796237354	1.1885850148851453	78.19025828772396	12.426443592474708	6.188642921327741	30.46911816239301	77.34618599948743	0.06846113923486781	5.03987423687414	0.27612546751337397
180.0	80.07772009608638	544.3242099143013	990.6038027604966	0.19246207554886535	13.686180933865684	1.2216910865316652	0.0667022725157056	4.743268863471139	0.42340586607231995	1.3340454503141121	94.86537726942278	8.4681173214464	5.550564591027074	37.72967914126177	68.66342329353984	0.07878644858585096	6.014692863160232	0.19097279480103463
182.0	72.37968941494361	668.3924610921206	875.4897361351897	0.22041486634134552	16.343050526822168	0.8400279253689623	0.07638997157900042	5.664069697207757	0.29113149403055816	1.5277994315800083	113.28139394415514	5.822629880611164	5.016977764777268	46.32943499135263	60.68432422112772	0.09243081160522024	7.041736517110971	0.1369525200159158
184.0	66.09736619176698	811.9630348108643	771.2502785999462	0.25741557431569756	19.157159956653736	0.5881170728274105	0.08921343978457241	6.6393657057452105	0.2038258454347438	1.7842687956914485	132.7873141149042	4.0765169086948765	4.581520301826153	56.28098882980473	53.458995611762504	0.11039877574934523	8.06369243018869	0.10255736586758003
186.0	61.18186650971625	973.6414664237221	677.8574399045692	0.30618763514706543	21.983325257814474	0.4231324653078593	0.1061165480122528	7.618839960893168	0.14664653766576077	2.122330960245056	152.37679921786335	2.9329307533152154	4.240803827260476	67.48768373278536	46.98549732914347	0.13399689059287878	9.004362446938192	0.08049823699572177
188.0	57.63112460148263	1150.0013869539853	594.8239631701721	0.370277277812323	24.62704130173361	0.3154897471463777	0.12832832557051163	8.535082121914987	0.10934041436504087	2.5665665114102327	170.70164243829976	2.1868082873008174	3.9946851530016585	79.71202190071816	41.23005530008975	0.1649181271977805	9.773674780374874	0.06621470015500952
190.0	55.49590342717487	1335.2705030746406	521.4113269496822	0.45428066344654666	26.85575695241814	0.24529641539383454	0.1574416805254376	9.30749610668589	0.08501325936584879	3.148833610508752	186.14992213371784	1.7002651873169758	3.8466828993173268	92.55389844910468	36.141479118719204	0.20534661937899518	10.276602031654612	0.056870680065373394
192.0	54.88842149509634	1521.2783540779785	456.7656476460429	0.5641296670165602	28.420501897683472	0.19943768117406455	0.19551244408137472	9.849795380238938	0.06911983320160806	3.9102488816274947	196.99590760477875	1.3823966640321612	3.804575460471192	105.44698019760249	31.660582084249203	0.25808777152384105	10.425559326303123	0.05070566603731506
194.0	55.993890479073876	1697.746725178871	400.00672502643073	0.7074412935717488	29.08711266440673	0.16939211553668232	0.2451804690254691	10.080825066981502	0.05870683364666793	4.9036093805093826	201.61650133963005	1.1741366729333587	3.881200731415242	117.67883558626147	27.726353365708775	0.3267227946266785	10.156463010945211	0.046627230261805847
196.0	59.08559647428958	1853.0234357043357	350.27937131302366	0.8939368960762974	28.678482619128065	0.14968112946735485	0.3098149195568972	9.939204685093006	0.05187552643666258	6.196298391137944	198.78409370186014	1.0375105287332516	4.095501460785647	128.44179699699632	24.279515863393254	0.41578988598585076	9.448775387330032	0.043958623084635426
198.0	64.54389928844687	1975.3323428215617	306.78231221548475	1.1359308039791913	27.126071382112105	0.13681275405355683	0.3936836170446842	9.401179949089412	0.047415687368432075	7.873672340893684	188.02359898178824	0.9483137473686415	4.4738421814132	136.91960440956368	21.26452947578241	0.5309852799923741	8.34645983986921	0.04228424103039962
200.0	72.87948340223267	2054.536095680501	268.78192490946043	1.448872028166733	24.519190048274336	0.12858458744968063	0.5021407806579703	8.497703725787412	0.044564022127104926	10.042815613159407	169.95407451574826	0.8912804425420986	5.05162084409229	142.40959020795773	18.630543343646742	0.679371374427813	6.968083091101552	0.041355717702388835
202.0	84.76078289486496	2084.142227386171	235.61697085227658	1.851903607448296	21.123382401859892	0.12363125076406466	0.641820882085789	7.320806477869374	0.0428473264481055	12.83641764171578	146.4161295573875	0.85694652896211	5.8751697685629285	144.46173087986486	16.33172390383303	0.869564042976281	5.4887738328830205	0.041035501519598325
204.0	101.04481631355853	2062.898995993901	206.69801702019282	2.368363556028257	17.336609575223953	0.12113693010780713	0.8208122607009563	6.008411023767517	0.04198286078295683	16.416245214019124	120.16822047535034	0.8396572156591366	7.0038929537940655	142.9892622853114	14.327214772487823	1.1118501040240554	4.0902690157185795	0.04126386771836447
206.0	122.80944205743631	1995.1890043640992	181.5039788820201	3.026096230380454	13.58551250577731	0.12065722449785571	1.0487650350956452	4.708379844920709	0.04181660748743852	20.975300701912904	94.1675968984142	0.8363321497487705	8.512501850825194	138.29596330591798	12.580897122248409	1.4181549412213734	2.9044480754537347	0.042041043314983206
208.0	151.38308538086164	1889.8945291885098	159.57731036929314	3.8573613568003804	10.21218307324417	0.12201253258645833	1.3368595744335343	3.5392729522905966	0.04228632147764102	26.73719148867069	70.78545904581193	0.8457264295528204	10.493075881620971	130.99750644626806	11.061056276381485	1.8017400816478246	1.9858802381017078	0.04341952316695674
210.0	188.36508373808556	1758.223379150615	140.51878450796855	4.898024599350488	7.410224295686307	0.1252303502387389	1.697525970676523	2.568188038935885	0.04340153209425817	33.950519413530465	51.363760778717705	0.8680306418851634	13.0564726708992	121.87075780528285	9.74001992974089	2.2764657797986034	1.323154892466566	0.0455036481390355
212.0	235.62585755996938	1611.4416706955753	123.9824265129799	6.185603717256074	5.227757581203498	0.13052000778210507	2.143766888338582	1.811802714031042	0.04523478770041412	42.87533776677164	36.23605428062084	0.9046957540082825	16.332339883471203	111.69662506794458	8.593806937645262	2.855418999678023	0.8695024891942755	0.04845482939813002
214.0	295.27140341426855	1459.2560382373674	109.67094497743729	7.755665195403057	3.6123599650662865	0.13827162449288857	2.687908731780263	1.2519485624766595	0.0479212933343446	53.758174635605265	25.03897124953319	0.9584258666868919	20.466654077657843	101.14792086193069	7.601810630045555	3.548711381564072	0.5700900048179672	0.05250181407010573
216.0	369.5520990231375	1309.0666921119303	97.33187286236036	9.636095194498468	2.4632452022225704	0.14907463609301924	3.3396161078369255	0.8536957334741935	0.05166533185043807	66.7923221567385	17.07391466948387	1.0333066370087616	25.615399550789746	90.73758868023184	6.746531325316413	4.360340746460419	0.3770538645614524	0.05795618325168579
218.0	460.69360879590033	1165.916841860654	86.7545664262883	11.839015124042763	1.6702377867205909	0.16375415634386986	4.103089976918397	0.5788603063650304	0.05675286588736294	82.06179953836792	11.577206127300608	1.1350573177472587	31.932847603886472	80.81519717030677	6.013368311908223	5.284233598500692	0.254243891113127	0.06523389859973142
220.0	570.6307016133065	1032.8361711683165	77.76818618776237	14.350680356595447	1.1352376383534049	0.1834260090753835	4.9735668141455625	0.39344338414509666	0.0635706105159825	99.47133628291125	7.868867682901934	1.2714122103196501	39.553106196420686	71.59074800256475	5.3904798993308365	6.299964015045853	0.17654387957508946	0.07488414379478417
222.0	700.6380299790102	911.321298430808	70.24078641825821	17.120624365137743	0.780131954141953	0.20957287095458066	5.933556254060565	0.27037313223910764	0.07263242231201042	118.6711250812113	5.407462644782153	1.4526484462402083	48.56452750730253	63.1679788591543	4.8687203066128975	7.369103475577696	0.12736572256762735	0.08762723819952783
224.0	850.8753062174343	801.7998471111093	64.07967119429016	20.052341679767437	0.5470055029985198	0.24414578291767122	6.9496120494777385	0.18957766107709934	0.08461448053749213	138.99224098955477	3.791553221541987	1.6922896107498426	58.97818195126946	55.57653033984606	4.441664341953056	8.433484665462126	0.0960870190897851	0.10440382505800982
226.0	1019.8974761435632	704.0112036006688	59.23321760234545	22.998509995119463	0.3949489778572006	0.2896966901807253	7.970676180098389	0.13687888523337544	0.10040122200815886	159.41352360196777	2.7375777046675087	2.0080244401631773	70.69390600491148	48.79833808584171	4.105733777655947	9.41657233234847	0.07602843215107791	0.12643792378261523
228.0	1204.2126707440107	617.2891811179863	55.69442466458385	25.763519256531	0.2960521956560227	0.3495489619352173	8.92895536698316	0.1026038723587767	0.12114443871652575	178.5791073396632	2.052077447175534	2.422888774330515	83.46966175207727	42.787225548208966	3.860443342916457	10.228497794169527	0.06303097745211346	0.15531689441553798
230.0	1397.9855979923548	540.7580204911042	53.50648438952342	28.114740929467033	0.23169340728327312	0.4280133195442118	9.743826703716685	0.08029881600636393	0.14833811284208667	194.8765340743337	1.6059763201272785	2.9667622568417333	96.90097757118097	37.482489726858596	3.7087868796272883	10.774477496969205	0.05451579199079082	0.19309136957856782
232.0	1592.9885849199459	473.45916736250234	52.77082469085176	29.8027357099484	0.18969573089738606	0.530659596753917	10.328841115161966	0.06574353051789063	0.18391260166352755	206.57682230323934	1.3148706103578125	3.6782520332705513	110.41755463014374	32.81768869675778	3.6577948350287044	10.966060507756952	0.048884594146089574	0.24239918027923202
234.0	1778.871822339605	414.43111560905646	53.65799228590215	30.589874665937497	0.16218582996450182	0.6646508667657639	10.601642689188337	0.05620932538333456	0.23035043717770654	212.03285378376674	1.1241865076666913	4.607008743554131	123.3019988232229	28.72617593207302	3.7192886067480364	10.735530597654009	0.045145997407153436	0.30661453002038974
236.0	1943.834998946023	362.7549366013423	56.421934461396106	30.28884002298017	0.1441211753919543	0.8391475883320664	10.497312032179966	0.04994859319095924	0.2908263924630247	209.94624064359934	0.9989718638191849	5.816527849260495	134.736374899318	25.144256153942212	3.9108704793654723	10.0545959491462	0.04268539714029017	0.3900239366491778
238.0	2075.7811652775063	317.57840014555995	61.41813152353765	28.81171906586855	0.13229683781078533	1.0657827365044863	9.985380918796004	0.045850590062771104	0.3693721494487739	199.70761837592008	0.9170118012554221	7.387442988975478	143.88218621715413	22.012857266763298	4.2571804700800016	8.955973923194053	0.04112454753443362	0.4980251148505811
240.0	2163.992370883426	278.1265274393242	69.12595470857534	26.22185813893698	0.12469384715955747	1.3591980741292788	9.087803519023511	0.04321559429591	0.47106215645260857	181.75607038047022	0.8643118859182001	9.421243129052172	149.9965210631078	19.278261833349582	4.791446060976346	7.547875632580984	0.040236392131182935	0.6373381736244441
242.0	2201.1438212072076	243.70395886483558	80.175330713227	22.762445481535018	0.1200601815792211	1.7376122438028592	7.8888624540877315	0.041609688179576096	0.602210513849196	157.77724908175463	0.8321937635915219	12.044210276983922	152.57166336767202	16.892271197845766	5.557330443433448	6.003031929018609	0.03989387661550718	0.8162063729558948
244.0	2185.071371599261	213.69268553128998	95.37719950782692	18.826452717845495	0.11764537340285079	2.2233588413918133	6.524751310659862	0.040772779440054	0.770557456141881	130.49502621319724	0.81545558880108	15.41114912283762	151.45760605462803	14.812048248229665	6.611043692855363	4.512831719586621	0.04003991322154393	1.0445444302123057
246.0	2119.4571613922517	187.5473536142997	115.75620359938105	14.859421305638062	0.11703611558399803	2.843281387055772	5.149882991377702	0.04056162677036805	0.9854062384881395	102.99765982755405	0.8112325354073611	19.70812476976279	146.9095755736624	12.99979193792309	8.023608615723397	3.2269068466494977	0.04067094249949493	1.333964408519994
248.0	2012.942240943042	164.7895165226941	142.58232579914437	11.238818092064017	0.11805820836470818	3.6287987558113213	3.8950775366701387	0.04091585713497801	1.2576458132050274	77.90155073340277	0.8183171426995602	25.152916264100547	139.52652389396874	11.422338876354193	9.883053712535647	2.216621662675518	0.04182967031618647	1.6975717224062357
250.0	1877.0062252240086	145.0016742529056	177.3955860417816	8.194660661769147	0.12072269684631134	4.615357879932402	2.84005296667539	0.041839298474306855	1.5995611508751355	56.801059333507794	0.8367859694861371	31.991223017502712	130.10415729074873	10.050750168487312	12.29612503086401	1.4800504631802431	0.04360435995859714	2.1493799321297846
252.0	1723.5591239306195	127.82159421252253	222.01427749516307	5.800545477909264	0.12520176084187695	5.840880641970757	2.0103158718612733	0.04339162376434379	2.024294974484597	40.206317437225465	0.8678324752868758	40.48589948969193	119.46801472808782	8.85991776430874	15.388857048982558	0.9722613516500979	0.04613319954065111	2.7031540754893366
254.0	1563.1030629099685	112.93721044822124	278.5127149261785	4.015339696208453	0.131826803079215	7.3427204132739465	1.3916106947086582	0.04568768843829449	2.5447929760503962	27.83221389417316	0.9137537687658899	50.89585952100792	108.34604809806594	7.828210900248974	19.30503031011764	0.635689078853577	0.049613142821543305	3.3704822700914883
256.0	1403.7983093744397	100.08227452764606	349.1498097367538	2.738473900727755	0.14110381340485026	9.152633707423131	0.9490827316632194	0.048902855213914284	3.1720611244991312	18.98165463326439	0.9780571042782857	63.44122248998263	97.30388402177107	6.93717464128643	24.201220621207224	0.41825773100698493	0.054313351478976764	4.157935109942956
258.0	1251.3074315576614	89.03287383656848	436.2266922382573	1.8539505384996837	0.15374453321659554	11.289444630430825	0.6425302943293241	0.053283794862794026	3.91262335783537	12.85060588658648	1.0656758972558806	78.2524671567074	86.73402181978997	6.171288547696676	30.236930180993898	0.2798883144560507	0.0605939192281638	5.063351715887927
260.0	1109.1063027160667	79.60491288306368	541.8529260046292	1.2557233620235713	0.170714273285892	13.749543116028716	0.43520055397494695	0.05916505860472802	4.765228522431355	8.704011079498938	1.1833011720945603	95.3045704486271	76.87739066689068	5.517792092361565	37.55838279382654	0.19243649681904745	0.0689310272954827	6.071621453555126
262.0	978.9778199864525	71.65265804284512	667.6103862410818	0.8581087243436305	0.19329815736852837	16.496169538404235	0.29739782144633936	0.06699203639371402	5.7171367027918745	5.947956428926788	1.3398407278742805	114.3427340558375	67.85757157543311	4.966583790202398	46.27522569355419	0.13720234985355773	0.07995012633087151	7.15076977719255
264.0	861.5093085187746	65.06847325215176	814.1242738884483	0.5969642565708264	0.22318995139893139	19.449454646211166	0.20689204566856606	0.07735174277074025	6.740667325724899	4.137840913371321	1.547034855414805	134.813346514498	59.71527482259366	4.510202877806921	56.43079450711906	0.10217357057376249	0.09446909159484443	8.249535635759251
266.0	756.5087235419879	59.783919415165045	980.5811910255885	0.4267115588639771	0.26260848676989296	22.480017582002702	0.14788695696945242	0.0910131660978325	7.790980402951586	2.957739139389049	1.82026332195665	155.8196080590317	52.4371888792132	4.143905518544463	67.96870878694997	0.07978718179913098	0.11355383295396773	9.297668243436528
268.0	663.3190490281519	55.77241728428237	1164.265144141997	0.3161061823191201	0.31444751490741	25.408856245540946	0.10955405451603305	0.1089792041960763	8.806038533924832	2.1910810903206612	2.1795840839215264	176.12077067849665	45.977772864556755	3.8658493793613085	80.70071020862436	0.0653338214916371	0.13858888417026402	10.209675929856926
270.0	581.03566046417	53.053802969913384	1360.2071588681802	0.24425241963370337	0.38246765351231954	28.01557662119266	0.08465143800702306	0.13255318784372117	9.709458973370406	1.6930287601404612	2.6510637568744233	194.1891794674081	40.27432298555251	3.6774093946578312	94.28237571469326	0.05589531525523192	0.17136690814897965	10.891878434497695
272.0	508.6513926644239	51.70107468263157	1561.0406920275936	0.1974541985767365	0.4715381791178707	30.054716886050368	0.06843241051659422	0.16342267969096128	10.416171136046595	1.3686482103318847	3.268453593819226	208.32342272093192	35.2570278713235	3.583645414818524	108.20309544182723	0.04966496688500523	0.214199641712674	11.252089256678902
274.0	445.1462165385948	51.849787957472195	1757.1390885588232	0.16684886981140792	0.5879376814740116	31.279908187430326	0.05782541184469538	0.20376367312933116	10.84079008414564	1.1565082368939077	4.075273462586623	216.8158016829128	30.855184493065384	3.5939534335352854	121.79560050862203	0.04552277802697688	0.2700538810444138	11.21179141019466
276.0	389.5400096145159	53.710558420043974	1937.1009376767088	0.14675427280521208	0.7397219642665452	31.47627765771802	0.0508611552150289	0.2563680969648102	10.90884655648462	1.0172231043005782	5.127361939296205	218.17693112969243	27.000855937959567	3.722932213515371	134.26960534106368	0.042773710815765115	0.34271394437602365	10.722058168324267
278.0	340.92059638918636	57.58518539039869	2088.6601489244895	0.13355467397780982	0.9371633644642581	30.50349637960934	0.04628652285916078	0.32479607190123644	10.571706256373357	0.9257304571832157	6.495921438024729	211.43412512746715	23.630815018197957	3.9915008895376602	144.77488933749254	0.04098782947688232	0.43697004767462777	9.784165461040514
280.0	298.45653045897996	63.88683867577223	2200.103736785918	0.12496581674999936	1.1932592889398432	28.348075416015064	0.04330985177331642	0.4135521559028087	9.82469427445577	0.8661970354663284	8.271043118056175	196.4938854891154	20.687430260734537	4.428298210299959	152.4995702092559	0.03990323026367441	0.5588261618158102	8.469982815097714
282.0	261.4005094893861	73.1645861338838	2262.1657408136402	0.11956107090151384	1.524292124006009	25.168633595739436	0.041436709600056014	0.5282793940522478	8.722783707716554	0.8287341920011204	10.565587881044957	174.4556741543311	18.11890261495012	5.071382659553683	156.80138052042747	0.03936746585539979	0.7157120660849137	6.926535195418801
284.0	229.0874397963573	86.13212260470274	2270.028053779491	0.11647031296267076	1.9503988824406326	21.299426990972407	0.040365534524504844	0.6759567431654964	7.381818883167462	0.8073106904900968	13.519134863309928	147.63637766334924	15.879131299654127	5.970223793909324	157.3463545269234	0.03930270931437218	0.9166690920833767	5.346927472313726
286.0	200.92965613434563	103.69978854234145	2224.655173661163	0.11519168077902171	2.496068107823736	17.183676865971186	0.03992239437797007	0.86507128571181	5.9554085856505425	0.7984478875594014	17.301425714236203	119.10817171301085	13.927382464040098	7.18792160527865	154.20134613413308	0.03968592131290177	1.1724561555516309	3.9116070528579865
288.0	176.41084658374407	127.00764175833679	2132.693349219404	0.11547768382403253	3.190420771952682	13.254263252425408	0.04002151548011047	1.1057155814394428	4.593577601908981	0.8004303096022095	22.114311628788855	91.87155203817963	12.227868092971526	8.803498879435871	147.82703820103765	0.04053894528880367	1.4954904328629275	2.73442498365848
290.0	155.0796340157154	157.4552498347999	2004.8308169519378	0.11726988511165481	4.067048316936777	9.824817743376808	0.04064264511486612	1.409531537042899	3.4050223591684796	0.8128529022973224	28.19063074085798	68.1004471833696	10.749301108026131	10.913966248735333	138.96428282699273	0.04192555005459172	1.8994960681316762	1.8469034975426517
292.0	136.54337254202082	196.7208180149312	1853.352886398265	0.1206662364697002	5.163076100086913	7.044938705101077	0.04181973079887617	1.7893858208958409	2.4415897003292217	0.8363946159775234	35.78771641791682	48.83179400658444	9.464465370164797	13.635648036449565	128.46463277895938	0.043953663286133204	2.398691004465037	1.219903087461836
294.0	120.46248292692404	246.75821252354737	1689.8999166012895	0.12591125378652995	6.517014742290753	4.921987277299032	0.04363751528145048	2.2586251971432167	1.705830802005873	0.8727503056290098	45.17250394286434	34.11661604011746	8.349823040404795	17.103975929070863	117.13493626206704	0.04678191442404396	3.0063128043353937	0.7973594989561708
296.0	106.54551557478834	309.7557533185344	1524.05511310702	0.13340391414997127	8.164898258702719	3.375273935195555	0.04623427348435679	2.8297381037892984	1.1697808058991352	0.9246854696871358	56.594762075785965	23.395616117982705	7.385172372197028	21.470632707496403	105.63945046680993	0.05063033709809945	3.7323005429681357	0.5215702210818626
298.0	94.54505360639364	388.0364583699754	1362.8342655830922	0.1437203384920618	10.134267609553646	2.2887909229729786	0.04980967370744681	3.512269510301043	0.7932344875749575	0.9961934741489362	70.24539020602087	15.864689751499151	6.553363734316063	26.8966377073615	94.4644728759404	0.05579566162796853	4.580057826068037	0.3451164975370278
300.0	84.25454548820709	483.8779480448161	1210.8153121073292	0.15765240941758288	12.43584831624167	1.5464394154720846	0.05463816154813987	4.3099365991370275	0.5359550603706227	1.0927632309627975	86.19873198274057	10.719101207412454	5.84008006545104	33.539863542239594	83.92732197660054	0.06267211189071589	5.542466460968976	0.23341237614453342
302.0	75.50614535540697	599.2347982478623	1070.5849596036078	0.17626156408420574	15.053389765557434	1.049508486161016	0.06108760309302666	5.217107336933036	0.36373192407812227	1.2217520618605333	104.34214673866072	7.274638481562446	5.233687176804975	41.53579108989133	74.20729462991237	0.07177905461612827	6.597707305466551	0.1629480105508759
304.0	68.1696575748251	735.3602711713969	943.2645450198254	0.20095260235407453	17.933055812217905	0.7216532700208381	0.0696448648739553	6.215123537531491	0.2501059647284044	1.3928972974791058	124.30247075062981	5.002119294568089	4.725160594772693	50.97128986582506	65.38211599026515	0.0837971700146799	7.7058788888620935	0.11841445918603159
306.0	62.152723808091224	892.3493945867317	828.9836370698885	0.233570995056655	20.974734621725393	0.5073884947143866	0.08094953834205067	7.269289083021013	0.17584745227991588	1.6189907668410133	145.38578166042026	3.516949045598318	4.308098527169942	61.852946693216715	57.460767076532214	0.099615322878342	8.807657267951258	0.09009870249197342
308.0	57.40243237331769	1068.6573632264572	727.2532702504692	0.27652947164536845	24.02814793743625	0.3681182998417639	0.09583781180635924	8.3275214984556	0.1275800808239196	1.9167562361271848	166.550429969112	2.551601616478392	3.978833415684808	74.07368383050441	50.40935538271126	0.1203906547204712	9.826039955085417	0.07192969787403461
310.0	53.90858879415841	1260.6758009397888	637.2357043528347	0.3329705132030455	26.896182933675192	0.2777586122094418	0.1153987862181445	9.321506684150739	0.09626379946460889	2.3079757243628904	186.4301336830148	1.925275989292178	3.7366586330636364	87.38338770215654	44.16981318242982	0.14762473885979932	10.671489865598033	0.060141363540446115
312.0	51.708949468957854	1462.4611636719521	557.9255725259254	0.40697302591055373	29.346379262777216	0.2190433422185907	0.14104610273692494	10.170680022818436	0.07591463753962169	2.820922054738499	203.41360045636873	1.5182927507924338	3.5841912534124813	101.37008322776303	38.67245375586385	0.18325957315790836	11.249951002293358	0.05240336598166276
314.0	50.89679257017347	1665.6981245189786	488.2668731526879	0.5038119992501594	31.13004482729942	0.1807515686412638	0.17460793340625863	10.788851401373652	0.0626437200927397	3.492158668125173	215.77702802747305	1.2528744018547942	3.527896826956011	115.45739586743187	33.8440806486606	0.22979622100573957	11.473070965306261	0.04727284037949059
316.0	51.63127482365392	1859.9628837029993	427.22333501495166	0.6302799459149726	32.00854401012794	0.15566377910485055	0.21843838373721902	11.093316017224554	0.05394895480091664	4.36876767474438	221.86632034449107	1.0789790960183328	3.57880725727314	128.92280287848794	29.612865013503068	0.2904391582791873	11.271063534046593	0.043854707308655386
318.0	54.1510473276016	2033.346056664087	373.8179158207285	0.7950772041582042	31.788285304250433	0.13916947312085473	0.2755527611948716	11.016980166738165	0.048232463956866777	5.511055223897432	220.3396033347633	0.9646492791373354	3.753464577949521	140.94080862793945	25.91108343939329	0.3692674137145938	10.60997482440942	0.04159354082735174
320.0	58.79165695983446	2173.522998335336	327.1523091877152	1.009274978591598	30.3670321090272	0.12834621618714578	0.3497880529102326	10.524411344172766	0.044481408942828655	6.995761058204653	210.48822688345533	0.8896281788565732	4.075127126215674	150.65713381783368	22.67647007271403	0.47143057402187893	9.513316424006023	0.040146848666985334
322.0	66.00712994169012	2269.3413162930315	286.4143559272896	1.2868437056160873	27.78681358808049	0.12135474743321246	0.4459860431845516	9.630175747661385	0.04205835051544774	8.919720863691031	192.6035149532277	0.8411670103089548	4.575265601593645	157.29875351167098	19.852730328289343	0.6033609330490938	8.079768893930067	0.03930833870233316
324.0	76.3959224890106	2312.8151702889436	250.87817282985085	1.645224428693542	24.270304819352823	0.11705461496262701	0.5701913370686377	8.41144667843243	0.04056803816643745	11.403826741372754	168.2289335686486	0.811360763328749	5.295361827953381	160.31213144420508	17.38954981610418	0.7729827362709237	6.478336079234626	0.038961794611557875
326.0	90.73092130675369	2301.01300306924	219.90030091715545	2.105890210648063	20.203021639962042	0.11476072048709501	0.729845931039747	7.0018337442656255	0.03977303492232893	14.596918620794941	140.03667488531252	0.7954606984465786	6.288988229338258	159.4940675509216	15.242327358500985	0.9898819634695418	4.907086238353511	0.03905393473734965
328.0	109.99225163230419	2236.9879515912735	192.91385326458806	2.6947996126487572	16.043782815766065	0.1140932544281765	0.9339463768407593	5.5603514121321735	0.03954170881389952	18.678927536815188	111.20702824264349	0.7908341762779904	7.624081910237169	155.05618915920584	13.371769348130421	1.2653746634598246	3.530581534618127	0.039579450504981684
330.0	135.40011893231562	2129.1246263397384	169.42190882099453	3.4425764224941386	12.199612199035643	0.1148879361519612	1.1931060705569776	4.228063399843135	0.03981712451204146	23.862121411139555	84.56126799686271	0.7963424902408293	9.385221068541584	147.57967318081367	11.743431842435648	1.612376685499756	2.435635760810889	0.040574292035426826
332.0	168.44254670586253	1989.0980327119466	148.99088814931534	4.384158975590218	8.933277822054476	0.11714754270705013	1.5194337165284686	3.0960381677578743	0.04060024446845879	30.388674330569376	61.92076335515749	0.8120048893691758	11.67554763355055	137.87376932316195	10.327261404982009	2.0449351308578523	1.6298456450154504	0.04211486999657299
334.0	210.88951260098838	1829.3647503971397	131.24433703943728	5.5575549424471955	6.342659025406058	0.12101815491350351	1.9261017695821312	2.1981981103566497	0.04194169643743082	38.522035391642625	43.963962207132994	0.8388339287486165	14.617747106903614	126.80190189535254	9.097164218334514	2.577240711669052	1.0707517845928434	0.04432183037462179
336.0	264.78068875363283	1661.133826609751	115.85735728167542	7.001239208729647	4.398308508036865	0.12678786597902814	2.4264446089783487	1.5243375707892863	0.04394132591628778	48.528892179566974	30.486751415785726	0.8788265183257556	18.3531987876301	115.14102284473019	8.030620054691957	3.2219212045541354	0.6987044158503783	0.047367836881158865
338.0	332.3693113544837	1493.2587887074362	102.5518398718085	8.749696145921195	3.0008832508529344	0.13489934506088058	3.032413607150748	1.0400268822591372	0.046752550344166276	60.648272143014964	20.800537645182747	0.9350510068833255	23.0380851070011	103.50481192389185	7.1083518668379035	3.9874544395684297	0.4578778818059208	0.05148943771365332
340.0	416.00107659245987	1331.9764862967836	91.0925768189569	10.826725415059212	2.0294989024524837	0.14597753561779936	3.752257098072498	0.7033707210922212	0.05059195861928331	75.04514196144996	14.067414421844425	1.0118391723856661	28.83499733499654	92.32557460487581	6.31405627920002	4.874684796726326	0.30454970959293304	0.05700362845980421
342.0	517.9069225232272	1181.1816587385272	81.2843291334259	13.2365115908812	1.3710370175933366	0.16087172825492796	4.58742534483417	0.4751652215940687	0.0557538924358545	91.7485068966834	9.503304431881373	1.11507784871709	35.898572313945294	81.87327364837296	5.634200356254078	5.872715899098482	0.2077134862543052	0.06433013995761999
344.0	639.8956908999598	1042.928982669856	72.96992718218348	15.953174048936084	0.9327811214197531	0.1807143748513515	5.528948806501067	0.3232773021958229	0.06263082970743368	110.57897613002133	6.465546043916459	1.2526165941486738	44.35418939997654	72.29032838618626	5.057889929199499	6.954866253795863	0.1466526597427924	0.07402089600173198
346.0	782.9500654140166	917.9587866510128	66.0295063090344	18.910488383094247	0.6448279758354178	0.20699996327005854	6.553875852876688	0.2234803466982482	0.07174072045832665	131.07751705753375	4.469606933964964	1.4348144091665331	54.269963036095035	63.628054483737785	4.576816613187232	8.075778380404401	0.10802010575671536	0.0867984538072886
348.0	946.7568385362758	806.1471492739508	60.38102007231443	21.994353112641782	0.45716144601233955	0.24168846762371504	7.622661924133754	0.1584400836820804	0.08376283995361584	152.4532384826751	3.168801673641608	1.675256799072317	65.6241833307267	55.87786236356764	4.1852933822458205	9.170909339259396	0.08340172559534159	0.10360548072501319
350.0	1129.2345587884809	706.846423111984	55.9822211418567	25.04083442165287	0.33535089929652134	0.28733938047335256	8.678491889118558	0.11622376517281295	0.09958424071947286	173.56983778237117	2.3244753034562593	1.9916848143894572	78.27257506150893	48.99486052689538	3.8803918745961328	10.159258129713733	0.06755725317166217	0.1256682989760269
352.0	1326.1458923839323	619.1266540856418	52.83436317558767	27.841796478112844	0.2563297455489729	0.3472835970443319	9.649231365263866	0.08883712021045938	0.12035932307299742	192.98462730527731	1.7767424042091877	2.4071864614599483	91.92142863170753	42.91458946889751	3.6621989871838787	10.949350636725448	0.05724138493194715	0.15457724293582553
354.0	1530.8863067977782	541.9353278409313	50.98794319379569	30.15849784212297	0.2049526515582039	0.4258411804831786	10.452138874595365	0.07103117628792696	0.14758530680911702	209.04277749190732	1.4206235257585393	2.9517061361823407	106.11295273147073	37.56409445387712	3.534214906733013	11.447767161258058	0.05044675787011788	0.19238737092475086
